"Order_ID;""Order_Date"";""Ship_Date"";""Ship_Mode"";""Customer_ID"";""Customer_Name"";""Segment"";""Country"";""City"";""State"";""Postal_Code"";""Region"";""Product_ID"";""Category"";""Sub_Category"";""Product_Name"";""Sales"";""Quantity"";""Discount"";""Profit""",,,,,
"US-2012-105676;""2012-01-12"";""2012-02-12"";""Same Day"";""NM-18520"";""Neoma Murray"";""Consumer"";""United States"";""Houston"";""Texas"";""77036"";""Central"";""FUR-FU-10004270"";""Furniture"";""Furnishings"";""Eldon Image Series Desk Accessories"," Burgundy"";6.688;4;0.6;-4.0128",,,,
"US-2013-108455;""2013-03-12"";""2013-09-12"";""Standard Class"";""MK-18160"";""Mike Kennedy"";""Consumer"";""United States"";""San Francisco"";""California"";""94122"";""West"";""OFF-PA-10002262"";""Office Supplies"";""Paper"";""Xerox 192"";25.92;4;0.0;12.4416",,,,,
"US-2013-108455;""2013-03-12"";""2013-09-12"";""Standard Class"";""MK-18160"";""Mike Kennedy"";""Consumer"";""United States"";""San Francisco"";""California"";""94122"";""West"";""OFF-PA-10002464"";""Office Supplies"";""Paper"";""HP Office Recycled Paper (20Lb. and 87 Bright)"";40.46;7;0.0;19.8254",,,,,
"US-2013-108455;""2013-03-12"";""2013-09-12"";""Standard Class"";""MK-18160"";""Mike Kennedy"";""Consumer"";""United States"";""San Francisco"";""California"";""94122"";""West"";""OFF-ST-10002214"";""Office Supplies"";""Storage"";""X-Rack File for Hanging Folders"";33.87;3;0.0;8.8062",,,,,
"CA-2012-140410;""2012-03-11"";""2012-07-11"";""Standard Class"";""CM-12655"";""Corinna Mitchell"";""Home Office"";""United States"";""Los Angeles"";""California"";""90008"";""West"";""TEC-PH-10003580"";""Technology"";""Phones"";""Cisco IP Phone 7961G-GE VoIP phone"";1212.85;7;0.2;106.124",,,,,
"CA-2012-140410;""2012-03-11"";""2012-07-11"";""Standard Class"";""CM-12655"";""Corinna Mitchell"";""Home Office"";""United States"";""Los Angeles"";""California"";""90008"";""West"";""TEC-AC-10001109"";""Technology"";""Accessories"";""Logitech Trackman Marble Mouse"";89.97;3;0.0;37.7874",,,,,
"CA-2012-140410;""2012-03-11"";""2012-07-11"";""Standard Class"";""CM-12655"";""Corinna Mitchell"";""Home Office"";""United States"";""Los Angeles"";""California"";""90008"";""West"";""FUR-FU-10003347"";""Furniture"";""Furnishings"";""Coloredge Poster Frame"";42.6;3;0.0;16.614",,,,,
"CA-2014-151911;""2014-01-05"";""2014-06-05"";""Second Class"";""DL-13495"";""Dionis Lloyd"";""Corporate"";""United States"";""New York City"";""New York"";""10024"";""East"";""OFF-EN-10002986"";""Office Supplies"";""Envelopes"";""#10-4 1/8"""" x 9 1/2"""""""" Premium Diagonal Seam Envelopes"""""";62.96;4;0.0;28.332",,,,,
"CA-2014-152485;""2014-05-09"";""2014-09-09"";""Standard Class"";""JD-15790"";""John Dryer"";""Consumer"";""United States"";""Coppell"";""Texas"";""75019"";""Central"";""OFF-AR-10003759"";""Office Supplies"";""Art"";""Crayola Anti Dust Chalk"," 12/Pack"";10.192;7;0.2;3.185",,,,
"CA-2014-152485;""2014-05-09"";""2014-09-09"";""Standard Class"";""JD-15790"";""John Dryer"";""Consumer"";""United States"";""Coppell"";""Texas"";""75019"";""Central"";""OFF-ST-10004950"";""Office Supplies"";""Storage"";""Acco Perma 3000 Stacking Storage Drawers"";16.784;1;0.2;-0.2098",,,,,
"CA-2014-152485;""2014-05-09"";""2014-09-09"";""Standard Class"";""JD-15790"";""John Dryer"";""Consumer"";""United States"";""Coppell"";""Texas"";""75019"";""Central"";""OFF-AR-10001940"";""Office Supplies"";""Art"";""Sanford Colorific Eraseable Coloring Pencils"," 12 Count"";13.12;5;0.2;3.772",,,,
"CA-2012-153388;""2012-01-08"";""2012-07-08"";""Standard Class"";""PC-19000"";""Pauline Chand"";""Home Office"";""United States"";""Los Angeles"";""California"";""90004"";""West"";""OFF-AR-10001868"";""Office Supplies"";""Art"";""Prang Dustless Chalk Sticks"";6.72;4;0.0;3.36",,,,,
"CA-2012-153388;""2012-01-08"";""2012-07-08"";""Standard Class"";""PC-19000"";""Pauline Chand"";""Home Office"";""United States"";""Los Angeles"";""California"";""90004"";""West"";""FUR-TA-10003715"";""Furniture"";""Tables"";""Hon 2111 Invitation Series Corner Table"";1004.98;6;0.2;-175.871",,,,,
"CA-2014-108294;""2014-11-12"";""2014-11-12"";""Same Day"";""LS-16975"";""Lindsay Shagiari"";""Home Office"";""United States"";""Omaha"";""Nebraska"";""68104"";""Central"";""OFF-BI-10004965"";""Office Supplies"";""Binders"";""Ibico Covers for Plastic or Wire Binding Elements"";34.5;3;0.0;15.525",,,,,
"CA-2011-111059;""2011-04-02"";""2011-07-02"";""Second Class"";""TB-21400"";""Tom Boeckenhauer"";""Consumer"";""United States"";""Seattle"";""Washington"";""98105"";""West"";""OFF-BI-10004593"";""Office Supplies"";""Binders"";""Ibico Laser Imprintable Binding System Covers"";83.84;2;0.2;27.248",,,,,
"CA-2011-111059;""2011-04-02"";""2011-07-02"";""Second Class"";""TB-21400"";""Tom Boeckenhauer"";""Consumer"";""United States"";""Seattle"";""Washington"";""98105"";""West"";""OFF-BI-10002827"";""Office Supplies"";""Binders"";""Avery Durable Poly Binders"";13.272;3;0.2;4.3134",,,,,
"CA-2012-144806;""2012-06-12"";""2012-11-12"";""Standard Class"";""GH-14425"";""Gary Hwang"";""Consumer"";""United States"";""Tucson"";""Arizona"";""85705"";""West"";""FUR-FU-10002253"";""Furniture"";""Furnishings"";""Howard Miller 13"""" Diameter Pewter Finish Round Wall Clock"""""";206.112;6;0.2;48.9516",,,,,
"CA-2012-144806;""2012-06-12"";""2012-11-12"";""Standard Class"";""GH-14425"";""Gary Hwang"";""Consumer"";""United States"";""Tucson"";""Arizona"";""85705"";""West"";""OFF-PA-10002586"";""Office Supplies"";""Paper"";""Xerox 1970"";19.92;5;0.2;6.723",,,,,
"CA-2012-144806;""2012-06-12"";""2012-11-12"";""Standard Class"";""GH-14425"";""Gary Hwang"";""Consumer"";""United States"";""Tucson"";""Arizona"";""85705"";""West"";""OFF-PA-10003039"";""Office Supplies"";""Paper"";""Xerox 1960"";198.272;8;0.2;61.96",,,,,
"CA-2012-144806;""2012-06-12"";""2012-11-12"";""Standard Class"";""GH-14425"";""Gary Hwang"";""Consumer"";""United States"";""Tucson"";""Arizona"";""85705"";""West"";""OFF-AR-10004042"";""Office Supplies"";""Art"";""BOSTON Model 1800 Electric Pencil Sharpeners"," Putty/Woodgrain"";86.304;6;0.2;9.7092",,,,
"CA-2012-148432;""2012-07-11"";""2012-10-11"";""Second Class"";""MC-18130"";""Mike Caudle"";""Corporate"";""United States"";""Newark"";""Delaware"";""19711"";""East"";""OFF-FA-10004968"";""Office Supplies"";""Fasteners"";""Rubber Band Ball"";26.18;7;0.0;0.5236",,,,,
"CA-2012-148432;""2012-07-11"";""2012-10-11"";""Second Class"";""MC-18130"";""Mike Caudle"";""Corporate"";""United States"";""Newark"";""Delaware"";""19711"";""East"";""OFF-PA-10001274"";""Office Supplies"";""Paper"";""Loose Memo Sheets"";7.3;2;0.0;3.431",,,,,
"CA-2014-159884;""2014-01-09"";""2014-06-09"";""Standard Class"";""JF-15490"";""Jeremy Farry"";""Consumer"";""United States"";""Tempe"";""Arizona"";""85281"";""West"";""OFF-ST-10000344"";""Office Supplies"";""Storage"";""Neat Ideas Personal Hanging Folder Files"," Black"";10.744;1;0.2;0.8058",,,,
"CA-2014-159884;""2014-01-09"";""2014-06-09"";""Standard Class"";""JF-15490"";""Jeremy Farry"";""Consumer"";""United States"";""Tempe"";""Arizona"";""85281"";""West"";""OFF-FA-10000585"";""Office Supplies"";""Fasteners"";""OIC Bulk Pack Metal Binder Clips"";8.376;3;0.2;2.7222",,,,,
"CA-2013-139885;""2013-05-12"";""2013-09-12"";""Standard Class"";""EB-13840"";""Ellis Ballard"";""Corporate"";""United States"";""New York City"";""New York"";""10035"";""East"";""OFF-ST-10003324"";""Office Supplies"";""Storage"";""Belkin OmniView SE Rackmount Kit"";212.88;6;0.0;0.0",,,,,
"CA-2011-107181;""2011-05-02"";""2011-09-02"";""Standard Class"";""DB-13270"";""Deborah Brumfield"";""Home Office"";""United States"";""San Diego"";""California"";""92024"";""West"";""OFF-BI-10004230"";""Office Supplies"";""Binders"";""GBC Recycled Grain Textured Covers"";82.896;3;0.2;29.0136",,,,,
"CA-2011-134278;""2011-06-07"";""2011-08-07"";""First Class"";""EP-13915"";""Emily Phan"";""Consumer"";""United States"";""New York City"";""New York"";""10011"";""East"";""TEC-CO-10001046"";""Technology"";""Copiers"";""Canon Imageclass D680 Copier / Fax"";559.992;1;0.2;174.997",,,,,
"CA-2011-130274;""2011-03-05"";""2011-05-05"";""First Class"";""JS-15940"";""Joni Sundaresam"";""Home Office"";""United States"";""Appleton"";""Wisconsin"";""54915"";""Central"";""OFF-LA-10002195"";""Office Supplies"";""Labels"";""Avery 481"";21.56;7;0.0;10.3488",,,,,
"CA-2014-120761;""2014-05-09"";""2014-09-09"";""Standard Class"";""AB-10150"";""Aimee Bixby"";""Consumer"";""United States"";""Long Beach"";""New York"";""11561"";""East"";""TEC-AC-10000171"";""Technology"";""Accessories"";""Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc"," 25/Pack"";91.96;4;0.0;39.5428",,,,
"CA-2011-105172;""2011-04-04"";""2011-09-04"";""Standard Class"";""PK-18910"";""Paul Knutson"";""Home Office"";""United States"";""San Francisco"";""California"";""94109"";""West"";""OFF-LA-10001641"";""Office Supplies"";""Labels"";""Avery 518"";18.9;6;0.0;9.072",,,,,
"CA-2014-107293;""2014-06-09"";""2014-07-09"";""First Class"";""CS-12400"";""Christopher Schild"";""Home Office"";""United States"";""Seattle"";""Washington"";""98115"";""West"";""OFF-AR-10003732"";""Office Supplies"";""Art"";""Newell 333"";2.78;1;0.0;0.7228",,,,,
"US-2014-102890;""2014-01-07"";""2014-01-07"";""Same Day"";""SG-20470"";""Sheri Gordon"";""Consumer"";""United States"";""New York City"";""New York"";""10011"";""East"";""FUR-TA-10000577"";""Furniture"";""Tables"";""Bretford CR4500 Series Slim Rectangular Table"";1044.63;5;0.4;-295.978",,,,,
"CA-2012-158554;""2012-09-11"";""2012-09-11"";""Same Day"";""CM-12190"";""Charlotte Melton"";""Consumer"";""United States"";""Philadelphia"";""Pennsylvania"";""19134"";""East"";""OFF-PA-10004000"";""Office Supplies"";""Paper"";""While You Were Out Pads", 50 per Pad, 4 x 5 1/4," Green Cycle"";11.352;3;0.2;4.1151",,
"CA-2011-116239;""2011-04-03"";""2011-04-03"";""Same Day"";""CL-12565"";""Clay Ludtke"";""Consumer"";""United States"";""Columbia"";""South Carolina"";""29203"";""South"";""OFF-ST-10001370"";""Office Supplies"";""Storage"";""Sensible Storage WireTech Storage Systems"";354.9;5;0.0;17.745",,,,,
"US-2014-152002;""2014-12-06"";""2014-12-06"";""Same Day"";""DV-13465"";""Dianna Vittorini"";""Consumer"";""United States"";""Los Angeles"";""California"";""90004"";""West"";""OFF-PA-10000357"";""Office Supplies"";""Paper"";""White Dual Perf Computer Printout Paper", 2700 Sheets, 1 Part, Heavyweight, 20 lbs.," 14 7/8 x 11"";122.97;3;0.0;60.2553"
"CA-2012-131338;""2012-09-08"";""2012-12-08"";""First Class"";""NP-18325"";""Naresj Patel"";""Consumer"";""United States"";""New York City"";""New York"";""10024"";""East"";""TEC-PH-10003012"";""Technology"";""Phones"";""Nortel Meridian M3904 Professional Digital phone"";307.98;2;0.0;89.3142",,,,,
"CA-2012-131338;""2012-09-08"";""2012-12-08"";""First Class"";""NP-18325"";""Naresj Patel"";""Consumer"";""United States"";""New York City"";""New York"";""10024"";""East"";""FUR-TA-10002607"";""Furniture"";""Tables"";""KI Conference Tables"";382.806;9;0.4;-153.122",,,,,
"CA-2012-131338;""2012-09-08"";""2012-12-08"";""First Class"";""NP-18325"";""Naresj Patel"";""Consumer"";""United States"";""New York City"";""New York"";""10024"";""East"";""OFF-ST-10000642"";""Office Supplies"";""Storage"";""Tennsco Lockers"," Gray"";41.96;2;0.0;2.9372",,,,
"CA-2012-131338;""2012-09-08"";""2012-12-08"";""First Class"";""NP-18325"";""Naresj Patel"";""Consumer"";""United States"";""New York City"";""New York"";""10024"";""East"";""OFF-BI-10000545"";""Office Supplies"";""Binders"";""GBC Ibimaster 500 Manual ProClick Binding System"";1217.57;2;0.2;456.588",,,,,
"CA-2012-131338;""2012-09-08"";""2012-12-08"";""First Class"";""NP-18325"";""Naresj Patel"";""Consumer"";""United States"";""New York City"";""New York"";""10024"";""East"";""FUR-FU-10002157"";""Furniture"";""Furnishings"";""Artistic Insta-Plaque"";47.04;3;0.0;18.3456",,,,,
"CA-2012-131338;""2012-09-08"";""2012-12-08"";""First Class"";""NP-18325"";""Naresj Patel"";""Consumer"";""United States"";""New York City"";""New York"";""10024"";""East"";""FUR-FU-10001706"";""Furniture"";""Furnishings"";""Longer-Life Soft White Bulbs"";6.16;2;0.0;2.9568",,,,,
"CA-2012-131338;""2012-09-08"";""2012-12-08"";""First Class"";""NP-18325"";""Naresj Patel"";""Consumer"";""United States"";""New York City"";""New York"";""10024"";""East"";""TEC-PH-10000984"";""Technology"";""Phones"";""Panasonic KX-TG9471B"";979.95;5;0.0;274.386",,,,,
"CA-2012-131338;""2012-09-08"";""2012-12-08"";""First Class"";""NP-18325"";""Naresj Patel"";""Consumer"";""United States"";""New York City"";""New York"";""10024"";""East"";""OFF-PA-10001357"";""Office Supplies"";""Paper"";""Xerox 1886"";143.7;3;0.0;68.976",,,,,
"CA-2012-131338;""2012-09-08"";""2012-12-08"";""First Class"";""NP-18325"";""Naresj Patel"";""Consumer"";""United States"";""New York City"";""New York"";""10024"";""East"";""OFF-FA-10000992"";""Office Supplies"";""Fasteners"";""Acco Clips to Go Binder Clips"," 24 Clips in Two Sizes"";10.65;3;0.0;5.0055",,,,
"CA-2012-131338;""2012-09-08"";""2012-12-08"";""First Class"";""NP-18325"";""Naresj Patel"";""Consumer"";""United States"";""New York City"";""New York"";""10024"";""East"";""TEC-AC-10002600"";""Technology"";""Accessories"";""Belkin QODE FastFit Bluetooth Keyboard"";247.8;4;0.0;34.692",,,,,
"CA-2014-116645;""2014-01-12"";""2014-05-12"";""Standard Class"";""ME-17725"";""Max Engle"";""Consumer"";""United States"";""Newark"";""Delaware"";""19711"";""East"";""OFF-AR-10001044"";""Office Supplies"";""Art"";""BOSTON Ranger #55 Pencil Sharpener"," Black"";155.94;6;0.0;45.2226",,,,
"CA-2013-106530;""2013-09-05"";""2013-09-05"";""Same Day"";""CL-12565"";""Clay Ludtke"";""Consumer"";""United States"";""Cleveland"";""Ohio"";""44105"";""East"";""OFF-ST-10002011"";""Office Supplies"";""Storage"";""Smead Adjustable Mobile File Trolley with Lockable Top"";1006.06;3;0.2;88.0299",,,,,
"CA-2013-106530;""2013-09-05"";""2013-09-05"";""Same Day"";""CL-12565"";""Clay Ludtke"";""Consumer"";""United States"";""Cleveland"";""Ohio"";""44105"";""East"";""OFF-PA-10002986"";""Office Supplies"";""Paper"";""Xerox 1898"";10.688;2;0.2;3.7408",,,,,
"CA-2013-106530;""2013-09-05"";""2013-09-05"";""Same Day"";""CL-12565"";""Clay Ludtke"";""Consumer"";""United States"";""Cleveland"";""Ohio"";""44105"";""East"";""OFF-PA-10004451"";""Office Supplies"";""Paper"";""Xerox 222"";10.368;2;0.2;3.6288",,,,,
"CA-2013-106530;""2013-09-05"";""2013-09-05"";""Same Day"";""CL-12565"";""Clay Ludtke"";""Consumer"";""United States"";""Cleveland"";""Ohio"";""44105"";""East"";""OFF-ST-10000649"";""Office Supplies"";""Storage"";""Hanging Personal Folder File"";25.12;2;0.2;1.57",,,,,
"CA-2013-106530;""2013-09-05"";""2013-09-05"";""Same Day"";""CL-12565"";""Clay Ludtke"";""Consumer"";""United States"";""Cleveland"";""Ohio"";""44105"";""East"";""TEC-AC-10001465"";""Technology"";""Accessories"";""SanDisk Cruzer 64 GB USB Flash Drive"";58.112;2;0.2;7.264",,,,,
"CA-2012-105221;""2012-01-11"";""2012-03-11"";""First Class"";""VM-21685"";""Valerie Mitchum"";""Home Office"";""United States"";""Philadelphia"";""Pennsylvania"";""19140"";""East"";""TEC-AC-10002323"";""Technology"";""Accessories"";""SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card"";35.36;2;0.2;-3.094",,,,,
"CA-2012-105221;""2012-01-11"";""2012-03-11"";""First Class"";""VM-21685"";""Valerie Mitchum"";""Home Office"";""United States"";""Philadelphia"";""Pennsylvania"";""19140"";""East"";""OFF-FA-10001135"";""Office Supplies"";""Fasteners"";""Brites Rubber Bands"," 1 1/2 oz. Box"";3.168;2;0.2;-0.7128",,,,
"CA-2014-144526;""2014-01-05"";""2014-07-05"";""Standard Class"";""QJ-19255"";""Quincy Jones"";""Corporate"";""United States"";""Philadelphia"";""Pennsylvania"";""19143"";""East"";""TEC-PH-10002549"";""Technology"";""Phones"";""Polycom SoundPoint IP 450 VoIP phone"";677.58;5;0.4;-158.102",,,,,
"CA-2014-144526;""2014-01-05"";""2014-07-05"";""Standard Class"";""QJ-19255"";""Quincy Jones"";""Corporate"";""United States"";""Philadelphia"";""Pennsylvania"";""19143"";""East"";""OFF-BI-10002353"";""Office Supplies"";""Binders"";""GBC VeloBind Cover Sets"";13.896;3;0.7;-9.264",,,,,
"CA-2014-111647;""2014-04-07"";""2014-08-07"";""Standard Class"";""RD-19585"";""Rob Dowd"";""Consumer"";""United States"";""Plano"";""Texas"";""75023"";""Central"";""TEC-PH-10002726"";""Technology"";""Phones"";""netTALK DUO VoIP Telephone Service"";167.968;4;0.2;62.988",,,,,
"CA-2012-150560;""2012-11-12"";""2012-12-12"";""First Class"";""SW-20455"";""Shaun Weien"";""Consumer"";""United States"";""Suffolk"";""Virginia"";""23434"";""South"";""OFF-LA-10003930"";""Office Supplies"";""Labels"";""Dot Matrix Printer Tape Reel Labels", White," 5000/Box"";196.62;2;0.0;96.3438",,,
"CA-2011-135657;""2011-03-06"";""2011-07-06"";""Second Class"";""SC-20725"";""Steven Cartwright"";""Consumer"";""United States"";""Seattle"";""Washington"";""98115"";""West"";""FUR-TA-10004086"";""Furniture"";""Tables"";""KI Adjustable-Height Table"";515.88;6;0.0;113.494",,,,,
"CA-2011-139857;""2011-03-02"";""2011-07-02"";""Standard Class"";""CD-12790"";""Cynthia Delaney"";""Home Office"";""United States"";""San Diego"";""California"";""92037"";""West"";""OFF-FA-10001843"";""Office Supplies"";""Fasteners"";""Staples"";12.35;5;0.0;5.8045",,,,,
"CA-2013-106306;""2013-09-03"";""2013-09-03"";""Same Day"";""PG-18820"";""Patrick Gardner"";""Consumer"";""United States"";""Glendale"";""Arizona"";""85301"";""West"";""OFF-BI-10003676"";""Office Supplies"";""Binders"";""GBC Standard Recycled Report Covers"," Clear Plastic Sheets"";9.702;3;0.7;-7.1148",,,,
"CA-2013-154788;""2013-01-05"";""2013-05-05"";""Standard Class"";""JL-15835"";""John Lee"";""Consumer"";""United States"";""New York City"";""New York"";""10011"";""East"";""OFF-BI-10003314"";""Office Supplies"";""Binders"";""Tuff Stuff Recycled Round Ring Binders"";7.712;2;0.2;2.7956",,,,,
"CA-2013-106894;""2013-07-02"";""2013-07-02"";""Same Day"";""CA-12265"";""Christina Anderson"";""Consumer"";""United States"";""Springfield"";""Virginia"";""22153"";""South"";""TEC-AC-10003063"";""Technology"";""Accessories"";""Micro Innovations USB RF Wireless Keyboard with Mouse"";100.0;4;0.0;21.0",,,,,
"CA-2013-106894;""2013-07-02"";""2013-07-02"";""Same Day"";""CA-12265"";""Christina Anderson"";""Consumer"";""United States"";""Springfield"";""Virginia"";""22153"";""South"";""OFF-LA-10001045"";""Office Supplies"";""Labels"";""Permanent Self-Adhesive File Folder Labels for Typewriters by Universal"";7.83;3;0.0;3.6018",,,,,
"CA-2012-130204;""2012-03-09"";""2012-09-09"";""Standard Class"";""DB-13120"";""David Bremer"";""Corporate"";""United States"";""San Francisco"";""California"";""94122"";""West"";""OFF-ST-10001325"";""Office Supplies"";""Storage"";""Sterilite Officeware Hinged File Box"";31.44;3;0.0;8.4888",,,,,
"CA-2012-130204;""2012-03-09"";""2012-09-09"";""Standard Class"";""DB-13120"";""David Bremer"";""Corporate"";""United States"";""San Francisco"";""California"";""94122"";""West"";""TEC-AC-10003038"";""Technology"";""Accessories"";""Kingston Digital DataTraveler 16GB USB 2.0"";17.9;2;0.0;3.401",,,,,
"CA-2012-130204;""2012-03-09"";""2012-09-09"";""Standard Class"";""DB-13120"";""David Bremer"";""Corporate"";""United States"";""San Francisco"";""California"";""94122"";""West"";""TEC-AC-10003590"";""Technology"";""Accessories"";""TRENDnet 56K USB 2.0 Phone"," Internet and Fax Modem"";129.45;5;0.0;46.602",,,,
"CA-2011-133270;""2011-06-06"";""2011-09-06"";""First Class"";""BM-11785"";""Bryan Mills"";""Consumer"";""United States"";""Rochester"";""New York"";""14609"";""East"";""OFF-AR-10002656"";""Office Supplies"";""Art"";""Sanford Liquid Accent Highlighters"";13.36;2;0.0;4.9432",,,,,
"CA-2014-116715;""2014-03-12"";""2014-06-12"";""First Class"";""VW-21775"";""Victoria Wilson"";""Corporate"";""United States"";""San Francisco"";""California"";""94122"";""West"";""OFF-ST-10004340"";""Office Supplies"";""Storage"";""Fellowes Mobile File Cart"," Black"";559.62;9;0.0;151.097",,,,
"CA-2014-116715;""2014-03-12"";""2014-06-12"";""First Class"";""VW-21775"";""Victoria Wilson"";""Corporate"";""United States"";""San Francisco"";""California"";""94122"";""West"";""OFF-PA-10004475"";""Office Supplies"";""Paper"";""Xerox 1940"";109.92;2;0.0;53.8608",,,,,
"CA-2014-116715;""2014-03-12"";""2014-06-12"";""First Class"";""VW-21775"";""Victoria Wilson"";""Corporate"";""United States"";""San Francisco"";""California"";""94122"";""West"";""OFF-PA-10003893"";""Office Supplies"";""Paper"";""Xerox 1962"";8.56;2;0.0;3.852",,,,,
"CA-2012-135622;""2012-08-12"";""2012-11-12"";""Second Class"";""TT-21460"";""Tonja Turnell"";""Home Office"";""United States"";""Fort Worth"";""Texas"";""76106"";""Central"";""OFF-PA-10000100"";""Office Supplies"";""Paper"";""Xerox 1945"";360.712;11;0.2;130.758",,,,,
"CA-2012-135622;""2012-08-12"";""2012-11-12"";""Second Class"";""TT-21460"";""Tonja Turnell"";""Home Office"";""United States"";""Fort Worth"";""Texas"";""76106"";""Central"";""TEC-PH-10001817"";""Technology"";""Phones"";""Wilson Electronics DB Pro Signal Booster"";1718.4;6;0.2;150.36",,,,,
"CA-2012-130785;""2012-05-09"";""2012-09-09"";""Standard Class"";""AG-10900"";""Arthur Gainer"";""Consumer"";""United States"";""San Diego"";""California"";""92105"";""West"";""FUR-BO-10000330"";""Furniture"";""Bookcases"";""Sauder Camden County Barrister Bookcase"," Planked Cherry Finish"";411.332;4;0.15;-4.8392",,,,
"CA-2012-130785;""2012-05-09"";""2012-09-09"";""Standard Class"";""AG-10900"";""Arthur Gainer"";""Consumer"";""United States"";""San Diego"";""California"";""92105"";""West"";""OFF-BI-10001900"";""Office Supplies"";""Binders"";""DXL Angle-View Binders with Locking Rings"," Black"";28.752;6;0.2;9.7038",,,,
"CA-2012-130785;""2012-05-09"";""2012-09-09"";""Standard Class"";""AG-10900"";""Arthur Gainer"";""Consumer"";""United States"";""San Diego"";""California"";""92105"";""West"";""FUR-BO-10003159"";""Furniture"";""Bookcases"";""Sauder Camden County Collection Libraries"," Planked Cherry Finish"";293.199;3;0.15;-20.6964",,,,
"CA-2013-110254;""2013-05-08"";""2013-09-08"";""Standard Class"";""ML-17755"";""Max Ludwig"";""Home Office"";""United States"";""Suffolk"";""Virginia"";""23434"";""South"";""OFF-SU-10002573"";""Office Supplies"";""Supplies"";""Acme 10"""" Easy Grip Assistive Scissors"""""";35.06;2;0.0;10.518",,,,,
"CA-2013-110254;""2013-05-08"";""2013-09-08"";""Standard Class"";""ML-17755"";""Max Ludwig"";""Home Office"";""United States"";""Suffolk"";""Virginia"";""23434"";""South"";""OFF-LA-10004484"";""Office Supplies"";""Labels"";""Avery 476"";4.13;1;0.0;1.8998",,,,,
"CA-2013-110254;""2013-05-08"";""2013-09-08"";""Standard Class"";""ML-17755"";""Max Ludwig"";""Home Office"";""United States"";""Suffolk"";""Virginia"";""23434"";""South"";""FUR-FU-10001591"";""Furniture"";""Furnishings"";""Advantus Panel Wall Certificate Holder - 8.5x11"";109.8;9;0.0;46.116",,,,,
"CA-2013-110254;""2013-05-08"";""2013-09-08"";""Standard Class"";""ML-17755"";""Max Ludwig"";""Home Office"";""United States"";""Suffolk"";""Virginia"";""23434"";""South"";""OFF-LA-10002034"";""Office Supplies"";""Labels"";""Avery 478"";9.82;2;0.0;4.8118",,,,,
"CA-2014-146024;""2014-03-03"";""2014-09-03"";""Standard Class"";""SC-20770"";""Stewart Carmichael"";""Corporate"";""United States"";""Dallas"";""Texas"";""75081"";""Central"";""OFF-SU-10001935"";""Office Supplies"";""Supplies"";""Staples"";6.976;4;0.2;-1.3952",,,,,
"CA-2014-146024;""2014-03-03"";""2014-09-03"";""Standard Class"";""SC-20770"";""Stewart Carmichael"";""Corporate"";""United States"";""Dallas"";""Texas"";""75081"";""Central"";""OFF-BI-10003291"";""Office Supplies"";""Binders"";""Wilson Jones Leather-Like Binders with DublLock Round Rings"";12.222;7;0.8;-20.1663",,,,,
"CA-2011-120474;""2011-01-12"";""2011-03-12"";""First Class"";""RP-19390"";""Resi Pölking"";""Consumer"";""United States"";""Madison"";""Wisconsin"";""53711"";""Central"";""FUR-CH-10001854"";""Furniture"";""Chairs"";""Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat"";2807.84;8;0.0;673.882",,,,,
"CA-2011-120474;""2011-01-12"";""2011-03-12"";""First Class"";""RP-19390"";""Resi Pölking"";""Consumer"";""United States"";""Madison"";""Wisconsin"";""53711"";""Central"";""OFF-AR-10000475"";""Office Supplies"";""Art"";""Hunt BOSTON Vista Battery-Operated Pencil Sharpener"," Black"";46.64;4;0.0;12.5928",,,,
"CA-2013-140774;""2013-06-09"";""2013-11-09"";""Standard Class"";""BE-11455"";""Brad Eason"";""Home Office"";""United States"";""Olathe"";""Kansas"";""66062"";""Central"";""OFF-AR-10004022"";""Office Supplies"";""Art"";""Panasonic KP-380BK Classic Electric Pencil Sharpener"";107.94;3;0.0;26.985",,,,,
"CA-2013-100965;""2013-08-07"";""2013-12-07"";""Standard Class"";""RM-19375"";""Raymond Messe"";""Consumer"";""United States"";""San Jose"";""California"";""95123"";""West"";""FUR-FU-10003039"";""Furniture"";""Furnishings"";""Howard Miller 11-1/2"""" Diameter Grantwood Wall Clock"""""";215.65;5;0.0;73.321",,,,,
"CA-2013-121034;""2013-09-08"";""2013-11-08"";""Second Class"";""JF-15565"";""Jill Fjeld"";""Consumer"";""United States"";""Dallas"";""Texas"";""75081"";""Central"";""OFF-FA-10000585"";""Office Supplies"";""Fasteners"";""OIC Bulk Pack Metal Binder Clips"";11.168;4;0.2;3.6296",,,,,
"CA-2013-121034;""2013-09-08"";""2013-11-08"";""Second Class"";""JF-15565"";""Jill Fjeld"";""Consumer"";""United States"";""Dallas"";""Texas"";""75081"";""Central"";""OFF-PA-10001994"";""Office Supplies"";""Paper"";""Ink Jet Note and Greeting Cards"," 8-1/2"""" x 5-1/2"""""""" Card Size"""""";53.952;3;0.2;17.5344",,,,
